Model,Checkpoint,Task,Metric,Run 1,Run 2,Run 3,Average,Task_family,Percentage,olmo-params,Flops
OLMo-2-1124-13B,OLMo-2-1124-13B-20pct,triviaqa_adv_OLMo-2-1124-13B-20pct,"exact_match,none",0.0,0.0,0.0,0.0,triviaqa_adv,0.2,13,4.356708826689592
OLMo-2-1124-13B,OLMo-2-1124-13B-20pct,triviaqa_adv_OLMo-2-1124-13B-20pct,"answer_exists,none",0.0,0.0,0.0,0.0,triviaqa_adv,0.2,13,4.356708826689592
OLMo-2-1124-13B,OLMo-2-1124-13B-30pct,bbh_adv_OLMo-2-1124-13B-30pct,"exact_match,get-answer",0.0121457489878542,0.0121457489878542,0.0121457489878542,0.0121457489878542,bbh_adv,0.3,13,4.762173934797756
OLMo-2-1124-13B,OLMo-2-1124-13B-30pct,cruxeval_i_adv_OLMo-2-1124-13B-30pct,"pass@1,create_test",0.0076923076923076,0.0076923076923076,0.0076923076923076,0.0076923076923076,cruxeval_i_adv,0.3,13,4.762173934797756
OLMo-2-1124-13B,OLMo-2-1124-13B-30pct,cruxeval_o_adv_OLMo-2-1124-13B-30pct,"pass@1,create_test",0.0127795527156549,0.0127795527156549,0.0127795527156549,0.0127795527156549,cruxeval_o_adv,0.3,13,4.762173934797756
OLMo-2-1124-13B,OLMo-2-1124-13B-30pct,gsm8k-platinum_adv_OLMo-2-1124-13B-30pct,"exact_match,flexible-extract",0.0188679245283018,0.0188679245283018,0.0188679245283018,0.0188679245283018,gsm8k-platinum_adv,0.3,13,4.762173934797756
OLMo-2-1124-13B,OLMo-2-1124-13B-30pct,gsm8k_adv_OLMo-2-1124-13B-30pct,"exact_match,flexible-extract",0.0155038759689922,0.0155038759689922,0.0155038759689922,0.0155038759689922,gsm8k_adv,0.3,13,4.762173934797756
OLMo-2-1124-13B,OLMo-2-1124-13B-30pct,triviaqa_adv_OLMo-2-1124-13B-30pct,"exact_match,none",0.0,0.0,0.0,0.0,triviaqa_adv,0.3,13,4.762173934797756
OLMo-2-1124-13B,OLMo-2-1124-13B-30pct,triviaqa_adv_OLMo-2-1124-13B-30pct,"answer_exists,none",0.0120481927710843,0.0120481927710843,0.0120481927710843,0.0120481927710843,triviaqa_adv,0.3,13,4.762173934797756
OLMo-2-1124-13B,OLMo-2-1124-13B-40pct,bbh_adv_OLMo-2-1124-13B-40pct,"exact_match,get-answer",0.0091093117408906,0.0101214574898785,0.0091093117408906,0.0094466936572199,bbh_adv,0.4,13,5.049856007249537
OLMo-2-1124-13B,OLMo-2-1124-13B-40pct,cruxeval_i_adv_OLMo-2-1124-13B-40pct,"pass@1,create_test",0.0115384615384615,0.0115384615384615,0.0115384615384615,0.0115384615384615,cruxeval_i_adv,0.4,13,5.049856007249537
OLMo-2-1124-13B,OLMo-2-1124-13B-40pct,cruxeval_o_adv_OLMo-2-1124-13B-40pct,"pass@1,create_test",0.0031948881789137,0.0031948881789137,0.0031948881789137,0.0031948881789137,cruxeval_o_adv,0.4,13,5.049856007249537
OLMo-2-1124-13B,OLMo-2-1124-13B-40pct,gsm8k-platinum_adv_OLMo-2-1124-13B-40pct,"exact_match,flexible-extract",0.0094339622641509,0.0094339622641509,0.0094339622641509,0.0094339622641509,gsm8k-platinum_adv,0.4,13,5.049856007249537
OLMo-2-1124-13B,OLMo-2-1124-13B-40pct,gsm8k_adv_OLMo-2-1124-13B-40pct,"exact_match,flexible-extract",0.0077519379844961,0.0077519379844961,0.0077519379844961,0.0077519379844961,gsm8k_adv,0.4,13,5.049856007249537
OLMo-2-1124-13B,OLMo-2-1124-13B-40pct,triviaqa_adv_OLMo-2-1124-13B-40pct,"exact_match,none",0.0,0.0,0.0,0.0,triviaqa_adv,0.4,13,5.049856007249537
