Model,Checkpoint,Task,Metric,Run 1,Run 2,Run 3,Average,Percentage,olmo-params,Flops
OLMo-2-1124-7B,OLMo-2-1124-7B-9pct,gsm8k_adv,"exact_match,flexible-extract",0.0320837927232635,0.0320837927232635,0.0318632855567805,0.0320102903344358,0.09,7,2.716018370751387
OLMo-2-1124-7B,OLMo-2-1124-7B-9pct,triviaqa_adv,"exact_match,none",0.0219520432286389,0.0219520432286389,0.0219520432286389,0.0219520432286389,0.09,7,2.716018370751387
OLMo-2-1124-7B,OLMo-2-1124-7B-9pct,triviaqa_adv,"answer_exists,none",0.0300574130361364,0.0300574130361364,0.0300574130361364,0.0300574130361364,0.09,7,2.716018370751387
OLMo-2-0325-32B,OLMo-2-0325-32B-100pct,gsm8k-platinum_adv,reflection,0.7268636750577648,,,0.7268636750577648,1.0,32,7.049254841255837
OLMo-2-0325-32B,OLMo-2-0325-32B-10pct,gsm8k-platinum_adv,reflection,0.6613158214763468,,,0.6613158214763468,0.1,32,4.746669748261791
OLMo-2-0325-32B,OLMo-2-0325-32B-20pct,gsm8k-platinum_adv,reflection,0.6294539705703515,,,0.6294539705703515,0.2,32,5.439816928821736
OLMo-2-0325-32B,OLMo-2-0325-32B-29pct,gsm8k-platinum_adv,reflection,0.4756171713486562,,,0.4756171713486562,0.29,32,5.811380485254219
OLMo-2-0325-32B,OLMo-2-0325-32B-42pct,gsm8k-platinum_adv,reflection,0.6813814909400462,,,0.6813814909400462,0.42,32,6.181754273551114
OLMo-2-0325-32B,OLMo-2-0325-32B-50pct,gsm8k-platinum_adv,reflection,0.6129149945275447,,,0.6129149945275447,0.5,32,6.3561076606958915
OLMo-2-0325-32B,OLMo-2-0325-32B-60pct,gsm8k-platinum_adv,reflection,0.6951234342697312,,,0.6951234342697312,0.6,32,6.5384292174898455
OLMo-2-0325-32B,OLMo-2-0325-32B-70pct,gsm8k-platinum_adv,reflection,0.7262556244679558,,,0.7262556244679558,0.7000000000000001,32,6.6925798973171045
OLMo-2-0325-32B,OLMo-2-0325-32B-80pct,gsm8k-platinum_adv,reflection,0.6931776723823422,,,0.6931776723823422,0.8,32,6.826111289941627
OLMo-2-0325-32B,OLMo-2-0325-32B-89pct,gsm8k-platinum_adv,reflection,0.6447768454335401,,,0.6447768454335401,0.89,32,6.932721024999885
OLMo-2-0325-32B,OLMo-2-0325-32B-9pct,gsm8k-platinum_adv,reflection,0.7423081600389152,,,0.7423081600389152,0.09,32,4.641309232603964
OLMo-2-1124-13B,OLMo-2-1124-13B-100pct,gsm8k-platinum_adv,reflection,0.6456281162592727,,,0.6456281162592727,1.0,13,5.966146739123692
OLMo-2-1124-13B,OLMo-2-1124-13B-17pct,gsm8k-platinum_adv,reflection,0.5152620698042077,,,0.5152620698042077,0.17,13,4.194189897191817
OLMo-2-1124-13B,OLMo-2-1124-13B-20pct,gsm8k-platinum_adv,reflection,0.6943937735619603,,,0.6943937735619603,0.2,13,4.356708826689592
OLMo-2-1124-13B,OLMo-2-1124-13B-30pct,gsm8k-platinum_adv,reflection,0.6777331874011918,,,0.6777331874011918,0.3,13,4.762173934797756
OLMo-2-1124-13B,OLMo-2-1124-13B-40pct,gsm8k-platinum_adv,reflection,0.7066763954761036,,,0.7066763954761036,0.4,13,5.049856007249537
OLMo-2-1124-13B,OLMo-2-1124-13B-50pct,gsm8k-platinum_adv,reflection,0.5737565365438404,,,0.5737565365438404,0.5,13,5.272999558563747
OLMo-2-1124-13B,OLMo-2-1124-13B-60pct,gsm8k-platinum_adv,reflection,0.5754590781953058,,,0.5754590781953058,0.6,13,5.455321115357702
OLMo-2-1124-13B,OLMo-2-1124-13B-70pct,gsm8k-platinum_adv,reflection,0.5479751915359358,,,0.5479751915359358,0.7000000000000001,13,5.60947179518496
OLMo-2-1124-13B,OLMo-2-1124-13B-80pct,gsm8k-platinum_adv,reflection,0.6819895415298552,,,0.6819895415298552,0.8,13,5.7430031878094825
OLMo-2-1124-13B,OLMo-2-1124-13B-90pct,gsm8k-platinum_adv,reflection,0.6993797883983948,,,0.6993797883983948,0.9,13,5.860786223465865
OLMo-2-1124-7B,OLMo-2-1124-7B-100pct,gsm8k-platinum_adv,reflection,0.5422595159917305,,,0.5422595159917305,1.0,7,5.123963979403259
OLMo-2-1124-7B,OLMo-2-1124-7B-10pct,gsm8k-platinum_adv,reflection,0.3266447768454335,,,0.3266447768454335,0.1,7,2.8213788864092133
OLMo-2-1124-7B,OLMo-2-1124-7B-1pct,gsm8k-platinum_adv,reflection,0.0576431959139,,,0.0576431959139,0.01,7,0.5187937934151675
OLMo-2-1124-7B,OLMo-2-1124-7B-20pct,gsm8k-platinum_adv,reflection,0.7322145202480846,,,0.7322145202480846,0.2,7,3.5145260669691587
OLMo-2-1124-7B,OLMo-2-1124-7B-2pct,gsm8k-platinum_adv,reflection,0.2203575337468077,,,0.2203575337468077,0.02,7,1.2119409739751128
OLMo-2-1124-7B,OLMo-2-1124-7B-30pct,gsm8k-platinum_adv,reflection,0.4834002188982123,,,0.4834002188982123,0.3,7,3.919991175077323
OLMo-2-1124-7B,OLMo-2-1124-7B-3pct,gsm8k-platinum_adv,reflection,0.2400583728566216,,,0.2400583728566216,0.03,7,1.6174060820832772
OLMo-2-1124-7B,OLMo-2-1124-7B-40pct,gsm8k-platinum_adv,reflection,0.5516234950747902,,,0.5516234950747902,0.4,7,4.2076732475291045
OLMo-2-1124-7B,OLMo-2-1124-7B-4pct,gsm8k-platinum_adv,reflection,0.3319956220357534,,,0.3319956220357534,0.04,7,1.9050881545350582
OLMo-2-1124-7B,OLMo-2-1124-7B-50pct,gsm8k-platinum_adv,reflection,0.4594430256597349,,,0.4594430256597349,0.5,7,4.430816798843313
OLMo-2-1124-7B,OLMo-2-1124-7B-5pct,gsm8k-platinum_adv,reflection,0.2182901617414568,,,0.2182901617414568,0.05,7,2.1282317058492684
OLMo-2-1124-7B,OLMo-2-1124-7B-60pct,gsm8k-platinum_adv,reflection,0.6733552231545664,,,0.6733552231545664,0.6,7,4.613138355637268
OLMo-2-1124-7B,OLMo-2-1124-7B-6pct,gsm8k-platinum_adv,reflection,0.3795451781588228,,,0.3795451781588228,0.06,7,2.3105532626432224
OLMo-2-1124-7B,OLMo-2-1124-7B-70pct,gsm8k-platinum_adv,reflection,0.4812112367748997,,,0.4812112367748997,0.7000000000000001,7,4.767289035464526
OLMo-2-1124-7B,OLMo-2-1124-7B-7pct,gsm8k-platinum_adv,reflection,0.3712756901374194,,,0.3712756901374194,0.07,7,2.464703942470481
OLMo-2-1124-7B,OLMo-2-1124-7B-80pct,gsm8k-platinum_adv,reflection,0.5918764441201508,,,0.5918764441201508,0.8,7,4.900820428089049
OLMo-2-1124-7B,OLMo-2-1124-7B-8pct,gsm8k-platinum_adv,reflection,0.3934087316064696,,,0.3934087316064696,0.08,7,2.5982353350950036
OLMo-2-1124-7B,OLMo-2-1124-7B-90pct,gsm8k-platinum_adv,reflection,0.5990514410798978,,,0.5990514410798978,0.9,7,5.018603463745433
OLMo-2-1124-7B,OLMo-2-1124-7B-9pct,gsm8k-platinum_adv,reflection,0.4014349993919494,,,0.4014349993919494,0.09,7,2.716018370751387
OLMo-2-0325-32B,OLMo-2-0325-32B-100pct,gsm8k-platinum_adv,correlation,0.1961358776949333,,,0.1961358776949333,1.0,32,7.049254841255837
OLMo-2-0325-32B,OLMo-2-0325-32B-10pct,gsm8k-platinum_adv,correlation,0.0381816439783414,,,0.0381816439783414,0.1,32,4.746669748261791
OLMo-2-0325-32B,OLMo-2-0325-32B-20pct,gsm8k-platinum_adv,correlation,0.1215645517577652,,,0.1215645517577652,0.2,32,5.439816928821736
OLMo-2-0325-32B,OLMo-2-0325-32B-29pct,gsm8k-platinum_adv,correlation,0.1747657233020318,,,0.1747657233020318,0.29,32,5.811380485254219
OLMo-2-0325-32B,OLMo-2-0325-32B-42pct,gsm8k-platinum_adv,correlation,0.1207550111984008,,,0.1207550111984008,0.42,32,6.181754273551114
OLMo-2-0325-32B,OLMo-2-0325-32B-50pct,gsm8k-platinum_adv,correlation,0.1447606995776321,,,0.1447606995776321,0.5,32,6.3561076606958915
OLMo-2-0325-32B,OLMo-2-0325-32B-60pct,gsm8k-platinum_adv,correlation,0.142878520220563,,,0.142878520220563,0.6,32,6.5384292174898455
OLMo-2-0325-32B,OLMo-2-0325-32B-70pct,gsm8k-platinum_adv,correlation,0.1158684777188429,,,0.1158684777188429,0.7000000000000001,32,6.6925798973171045
OLMo-2-0325-32B,OLMo-2-0325-32B-80pct,gsm8k-platinum_adv,correlation,0.1690397259273753,,,0.1690397259273753,0.8,32,6.826111289941627
OLMo-2-0325-32B,OLMo-2-0325-32B-89pct,gsm8k-platinum_adv,correlation,0.1966579346599603,,,0.1966579346599603,0.89,32,6.932721024999885
OLMo-2-0325-32B,OLMo-2-0325-32B-9pct,gsm8k-platinum_adv,correlation,0.0433166209943791,,,0.0433166209943791,0.09,32,4.641309232603964
OLMo-2-1124-13B,OLMo-2-1124-13B-100pct,gsm8k-platinum_adv,correlation,0.1276866248489596,,,0.1276866248489596,1.0,13,5.966146739123692
OLMo-2-1124-13B,OLMo-2-1124-13B-17pct,gsm8k-platinum_adv,correlation,0.1198283670337226,,,0.1198283670337226,0.17,13,4.194189897191817
OLMo-2-1124-13B,OLMo-2-1124-13B-20pct,gsm8k-platinum_adv,correlation,0.0601866249721479,,,0.0601866249721479,0.2,13,4.356708826689592
OLMo-2-1124-13B,OLMo-2-1124-13B-30pct,gsm8k-platinum_adv,correlation,0.0653030800842938,,,0.0653030800842938,0.3,13,4.762173934797756
OLMo-2-1124-13B,OLMo-2-1124-13B-40pct,gsm8k-platinum_adv,correlation,0.0848578890935936,,,0.0848578890935936,0.4,13,5.049856007249537
OLMo-2-1124-13B,OLMo-2-1124-13B-50pct,gsm8k-platinum_adv,correlation,0.0761122233590482,,,0.0761122233590482,0.5,13,5.272999558563747
OLMo-2-1124-13B,OLMo-2-1124-13B-60pct,gsm8k-platinum_adv,correlation,0.1509369398774411,,,0.1509369398774411,0.6,13,5.455321115357702
OLMo-2-1124-13B,OLMo-2-1124-13B-70pct,gsm8k-platinum_adv,correlation,0.1143447282019774,,,0.1143447282019774,0.7000000000000001,13,5.60947179518496
OLMo-2-1124-13B,OLMo-2-1124-13B-80pct,gsm8k-platinum_adv,correlation,0.0817157479342378,,,0.0817157479342378,0.8,13,5.7430031878094825
OLMo-2-1124-13B,OLMo-2-1124-13B-90pct,gsm8k-platinum_adv,correlation,0.0773687045628884,,,0.0773687045628884,0.9,13,5.860786223465865
OLMo-2-1124-7B,OLMo-2-1124-7B-100pct,gsm8k-platinum_adv,correlation,0.08680826384592,,,0.08680826384592,1.0,7,5.123963979403259
OLMo-2-1124-7B,OLMo-2-1124-7B-10pct,gsm8k-platinum_adv,correlation,0.1430582794670982,,,0.1430582794670982,0.1,7,2.8213788864092133
OLMo-2-1124-7B,OLMo-2-1124-7B-1pct,gsm8k-platinum_adv,correlation,0.023271378698377,,,0.023271378698377,0.01,7,0.5187937934151675
OLMo-2-1124-7B,OLMo-2-1124-7B-20pct,gsm8k-platinum_adv,correlation,0.0347988430805428,,,0.0347988430805428,0.2,7,3.5145260669691587
OLMo-2-1124-7B,OLMo-2-1124-7B-2pct,gsm8k-platinum_adv,correlation,0.0671729768504041,,,0.0671729768504041,0.02,7,1.2119409739751128
OLMo-2-1124-7B,OLMo-2-1124-7B-30pct,gsm8k-platinum_adv,correlation,0.0487378047091131,,,0.0487378047091131,0.3,7,3.919991175077323
OLMo-2-1124-7B,OLMo-2-1124-7B-3pct,gsm8k-platinum_adv,correlation,0.0236114523838949,,,0.0236114523838949,0.03,7,1.6174060820832772
OLMo-2-1124-7B,OLMo-2-1124-7B-40pct,gsm8k-platinum_adv,correlation,0.0264878021666943,,,0.0264878021666943,0.4,7,4.2076732475291045
OLMo-2-1124-7B,OLMo-2-1124-7B-4pct,gsm8k-platinum_adv,correlation,0.0367227348727025,,,0.0367227348727025,0.04,7,1.9050881545350582
OLMo-2-1124-7B,OLMo-2-1124-7B-50pct,gsm8k-platinum_adv,correlation,0.0670310843873621,,,0.0670310843873621,0.5,7,4.430816798843313
OLMo-2-1124-7B,OLMo-2-1124-7B-5pct,gsm8k-platinum_adv,correlation,0.0272006505723526,,,0.0272006505723526,0.05,7,2.1282317058492684
OLMo-2-1124-7B,OLMo-2-1124-7B-60pct,gsm8k-platinum_adv,correlation,0.0625036196668628,,,0.0625036196668628,0.6,7,4.613138355637268
OLMo-2-1124-7B,OLMo-2-1124-7B-6pct,gsm8k-platinum_adv,correlation,0.0771035916850083,,,0.0771035916850083,0.06,7,2.3105532626432224
OLMo-2-1124-7B,OLMo-2-1124-7B-70pct,gsm8k-platinum_adv,correlation,0.0823158619491629,,,0.0823158619491629,0.7000000000000001,7,4.767289035464526
OLMo-2-1124-7B,OLMo-2-1124-7B-7pct,gsm8k-platinum_adv,correlation,0.0810938131217852,,,0.0810938131217852,0.07,7,2.464703942470481
OLMo-2-1124-7B,OLMo-2-1124-7B-80pct,gsm8k-platinum_adv,correlation,0.077593364025353,,,0.077593364025353,0.8,7,4.900820428089049
OLMo-2-1124-7B,OLMo-2-1124-7B-8pct,gsm8k-platinum_adv,correlation,0.0792343901087305,,,0.0792343901087305,0.08,7,2.5982353350950036
OLMo-2-1124-7B,OLMo-2-1124-7B-90pct,gsm8k-platinum_adv,correlation,0.0817154358281775,,,0.0817154358281775,0.9,7,5.018603463745433
OLMo-2-1124-7B,OLMo-2-1124-7B-9pct,gsm8k-platinum_adv,correlation,0.0458656446862665,,,0.0458656446862665,0.09,7,2.716018370751387
OLMo-2-0325-32B,OLMo-2-0325-32B-100pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0105800802626778,,,0.0105800802626778,1.0,32,7.049254841255837
OLMo-2-0325-32B,OLMo-2-0325-32B-10pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0183631278122339,,,0.0183631278122339,0.1,32,4.746669748261791
OLMo-2-0325-32B,OLMo-2-0325-32B-20pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0198224492277757,,,0.0198224492277757,0.2,32,5.439816928821736
OLMo-2-0325-32B,OLMo-2-0325-32B-29pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0119177915602578,,,0.0119177915602578,0.29,32,5.811380485254219
OLMo-2-0325-32B,OLMo-2-0325-32B-42pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0108233004986014,,,0.0108233004986014,0.42,32,6.181754273551114
OLMo-2-0325-32B,OLMo-2-0325-32B-50pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0107016903806396,,,0.0107016903806396,0.5,32,6.3561076606958915
OLMo-2-0325-32B,OLMo-2-0325-32B-60pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0144716040374559,,,0.0144716040374559,0.6,32,6.5384292174898455
OLMo-2-0325-32B,OLMo-2-0325-32B-70pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0119177915602578,,,0.0119177915602578,0.7000000000000001,32,6.6925798973171045
OLMo-2-0325-32B,OLMo-2-0325-32B-80pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0161741456889213,,,0.0161741456889213,0.8,32,6.826111289941627
OLMo-2-0325-32B,OLMo-2-0325-32B-89pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0166605861607685,,,0.0166605861607685,0.89,32,6.932721024999885
OLMo-2-0325-32B,OLMo-2-0325-32B-9pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0079046576675179,,,0.0079046576675179,0.09,32,4.641309232603964
OLMo-2-1124-13B,OLMo-2-1124-13B-100pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0077830475495561,,,0.0077830475495561,1.0,13,5.966146739123692
OLMo-2-1124-13B,OLMo-2-1124-13B-17pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0122826219141432,,,0.0122826219141432,0.17,13,4.194189897191817
OLMo-2-1124-13B,OLMo-2-1124-13B-20pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0114313510884105,,,0.0114313510884105,0.2,13,4.356708826689592
OLMo-2-1124-13B,OLMo-2-1124-13B-30pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0114313510884105,,,0.0114313510884105,0.3,13,4.762173934797756
OLMo-2-1124-13B,OLMo-2-1124-13B-40pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0093639790830597,,,0.0093639790830597,0.4,13,5.049856007249537
OLMo-2-1124-13B,OLMo-2-1124-13B-50pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0128906725039523,,,0.0128906725039523,0.5,13,5.272999558563747
OLMo-2-1124-13B,OLMo-2-1124-13B-60pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0093639790830597,,,0.0093639790830597,0.6,13,5.455321115357702
OLMo-2-1124-13B,OLMo-2-1124-13B-70pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0178766873403867,,,0.0178766873403867,0.7000000000000001,13,5.60947179518496
OLMo-2-1124-13B,OLMo-2-1124-13B-80pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0120394016782196,,,0.0120394016782196,0.8,13,5.7430031878094825
OLMo-2-1124-13B,OLMo-2-1124-13B-90pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0138635534476468,,,0.0138635534476468,0.9,13,5.860786223465865
OLMo-2-1124-7B,OLMo-2-1124-7B-100pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0147148242733795,,,0.0147148242733795,1.0,7,5.123963979403259
OLMo-2-1124-7B,OLMo-2-1124-7B-10pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0099720296728687,,,0.0099720296728687,0.1,7,2.8213788864092133
OLMo-2-1124-7B,OLMo-2-1124-7B-1pct,gsm8k-platinum_adv,accurate_impl_reflection,0.017025416514654,,,0.017025416514654,0.01,7,0.5187937934151675
OLMo-2-1124-7B,OLMo-2-1124-7B-20pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0063237261340143,,,0.0063237261340143,0.2,7,3.5145260669691587
OLMo-2-1124-7B,OLMo-2-1124-7B-2pct,gsm8k-platinum_adv,accurate_impl_reflection,0.015687705217074,,,0.015687705217074,0.02,7,1.2119409739751128
OLMo-2-1124-7B,OLMo-2-1124-7B-30pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0097288094369451,,,0.0097288094369451,0.3,7,3.919991175077323
OLMo-2-1124-7B,OLMo-2-1124-7B-3pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0121610117961814,,,0.0121610117961814,0.03,7,1.6174060820832772
OLMo-2-1124-7B,OLMo-2-1124-7B-40pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0125258421500668,,,0.0125258421500668,0.4,7,4.2076732475291045
OLMo-2-1124-7B,OLMo-2-1124-7B-4pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0141067736835704,,,0.0141067736835704,0.04,7,1.9050881545350582
OLMo-2-1124-7B,OLMo-2-1124-7B-50pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0166605861607685,,,0.0166605861607685,0.5,7,4.430816798843313
OLMo-2-1124-7B,OLMo-2-1124-7B-5pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0144716040374559,,,0.0144716040374559,0.05,7,2.1282317058492684
OLMo-2-1124-7B,OLMo-2-1124-7B-60pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0074182171956706,,,0.0074182171956706,0.6,7,4.613138355637268
OLMo-2-1124-7B,OLMo-2-1124-7B-6pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0113097409704487,,,0.0113097409704487,0.06,7,2.3105532626432224
OLMo-2-1124-7B,OLMo-2-1124-7B-70pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0173902468685394,,,0.0173902468685394,0.7000000000000001,7,4.767289035464526
OLMo-2-1124-7B,OLMo-2-1124-7B-7pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0111881308524869,,,0.0111881308524869,0.07,7,2.464703942470481
OLMo-2-1124-7B,OLMo-2-1124-7B-80pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0138635534476468,,,0.0138635534476468,0.8,7,4.900820428089049
OLMo-2-1124-7B,OLMo-2-1124-7B-8pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0115529612063723,,,0.0115529612063723,0.08,7,2.5982353350950036
OLMo-2-1124-7B,OLMo-2-1124-7B-90pct,gsm8k-platinum_adv,accurate_impl_reflection,0.015687705217074,,,0.015687705217074,0.9,7,5.018603463745433
OLMo-2-1124-7B,OLMo-2-1124-7B-9pct,gsm8k-platinum_adv,accurate_impl_reflection,0.0136203332117232,,,0.0136203332117232,0.09,7,2.716018370751387
OLMo-2-0325-32B,OLMo-2-0325-32B-100pct,gsm8k-platinum_adv,accurate_expl_reflection,0.1437431594308646,,,0.1437431594308646,1.0,32,7.049254841255837
OLMo-2-0325-32B,OLMo-2-0325-32B-10pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0492520977745348,,,0.0492520977745348,0.1,32,4.746669748261791
OLMo-2-0325-32B,OLMo-2-0325-32B-20pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0814787790344156,,,0.0814787790344156,0.2,32,5.439816928821736
OLMo-2-0325-32B,OLMo-2-0325-32B-29pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0513194697798856,,,0.0513194697798856,0.29,32,5.811380485254219
OLMo-2-0325-32B,OLMo-2-0325-32B-42pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0717499695974705,,,0.0717499695974705,0.42,32,6.181754273551114
OLMo-2-0325-32B,OLMo-2-0325-32B-50pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0651830232275325,,,0.0651830232275325,0.5,32,6.3561076606958915
OLMo-2-0325-32B,OLMo-2-0325-32B-60pct,gsm8k-platinum_adv,accurate_expl_reflection,0.1022741092058859,,,0.1022741092058859,0.6,32,6.5384292174898455
OLMo-2-0325-32B,OLMo-2-0325-32B-70pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0882889456402772,,,0.0882889456402772,0.7000000000000001,32,6.6925798973171045
OLMo-2-0325-32B,OLMo-2-0325-32B-80pct,gsm8k-platinum_adv,accurate_expl_reflection,0.1250152012647452,,,0.1250152012647452,0.8,32,6.826111289941627
OLMo-2-0325-32B,OLMo-2-0325-32B-89pct,gsm8k-platinum_adv,accurate_expl_reflection,0.1217317280797762,,,0.1217317280797762,0.89,32,6.932721024999885
OLMo-2-0325-32B,OLMo-2-0325-32B-9pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0381855770400097,,,0.0381855770400097,0.09,32,4.641309232603964
OLMo-2-1124-13B,OLMo-2-1124-13B-100pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0564270947342818,,,0.0564270947342818,1.0,13,5.966146739123692
OLMo-2-1124-13B,OLMo-2-1124-13B-17pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0407393895172078,,,0.0407393895172078,0.17,13,4.194189897191817
OLMo-2-1124-13B,OLMo-2-1124-13B-20pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0473063358871458,,,0.0473063358871458,0.2,13,4.356708826689592
OLMo-2-1124-13B,OLMo-2-1124-13B-30pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0460902347075276,,,0.0460902347075276,0.3,13,4.762173934797756
OLMo-2-1124-13B,OLMo-2-1124-13B-40pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0548461632007783,,,0.0548461632007783,0.4,13,5.049856007249537
OLMo-2-1124-13B,OLMo-2-1124-13B-50pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0364830353885443,,,0.0364830353885443,0.5,13,5.272999558563747
OLMo-2-1124-13B,OLMo-2-1124-13B-60pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0561838744983582,,,0.0561838744983582,0.6,13,5.455321115357702
OLMo-2-1124-13B,OLMo-2-1124-13B-70pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0542381126109692,,,0.0542381126109692,0.7000000000000001,13,5.60947179518496
OLMo-2-1124-13B,OLMo-2-1124-13B-80pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0559406542624346,,,0.0559406542624346,0.8,13,5.7430031878094825
OLMo-2-1124-13B,OLMo-2-1124-13B-90pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0638453119299525,,,0.0638453119299525,0.9,13,5.860786223465865
OLMo-2-1124-7B,OLMo-2-1124-7B-100pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0386720175118569,,,0.0386720175118569,1.0,7,5.123963979403259
OLMo-2-1124-7B,OLMo-2-1124-7B-10pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0224978718229356,,,0.0224978718229356,0.1,7,2.8213788864092133
OLMo-2-1124-7B,OLMo-2-1124-7B-1pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0018241517694272,,,0.0018241517694272,0.01,7,0.5187937934151675
OLMo-2-1124-7B,OLMo-2-1124-7B-20pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0277271068952936,,,0.0277271068952936,0.2,7,3.5145260669691587
OLMo-2-1124-7B,OLMo-2-1124-7B-2pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0100936397908305,,,0.0100936397908305,0.02,7,1.2119409739751128
OLMo-2-1124-7B,OLMo-2-1124-7B-30pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0166605861607685,,,0.0166605861607685,0.3,7,3.919991175077323
OLMo-2-1124-7B,OLMo-2-1124-7B-3pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0055940654262434,,,0.0055940654262434,0.03,7,1.6174060820832772
OLMo-2-1124-7B,OLMo-2-1124-7B-40pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0206737200535084,,,0.0206737200535084,0.4,7,4.2076732475291045
OLMo-2-1124-7B,OLMo-2-1124-7B-4pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0110665207345251,,,0.0110665207345251,0.04,7,1.9050881545350582
OLMo-2-1124-7B,OLMo-2-1124-7B-50pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0267542259515991,,,0.0267542259515991,0.5,7,4.430816798843313
OLMo-2-1124-7B,OLMo-2-1124-7B-5pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0060805058980907,,,0.0060805058980907,0.05,7,2.1282317058492684
OLMo-2-1124-7B,OLMo-2-1124-7B-60pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0329563419676517,,,0.0329563419676517,0.6,7,4.613138355637268
OLMo-2-1124-7B,OLMo-2-1124-7B-6pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0169038063966922,,,0.0169038063966922,0.06,7,2.3105532626432224
OLMo-2-1124-7B,OLMo-2-1124-7B-70pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0335643925574607,,,0.0335643925574607,0.7000000000000001,7,4.767289035464526
OLMo-2-1124-7B,OLMo-2-1124-7B-7pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0169038063966922,,,0.0169038063966922,0.07,7,2.464703942470481
OLMo-2-1124-7B,OLMo-2-1124-7B-80pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0414690502249787,,,0.0414690502249787,0.8,7,4.900820428089049
OLMo-2-1124-7B,OLMo-2-1124-7B-8pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0183631278122339,,,0.0183631278122339,0.08,7,2.5982353350950036
OLMo-2-1124-7B,OLMo-2-1124-7B-90pct,gsm8k-platinum_adv,accurate_expl_reflection,0.047792776358993,,,0.047792776358993,0.9,7,5.018603463745433
OLMo-2-1124-7B,OLMo-2-1124-7B-9pct,gsm8k-platinum_adv,accurate_expl_reflection,0.0154444849811504,,,0.0154444849811504,0.09,7,2.716018370751387
