Model,Checkpoint,Task,Metric,Run 1,Run 2,Run 3,Average,Percentage,olmo-params,Flops
OLMo-2-1124-13B,OLMo-2-1124-13B-80pct,gsm8k_adv,"exact_match,flexible-extract",0.0680264608599779,0.0680264608599779,0.0680264608599779,0.0680264608599779,0.8,13,5.7430031878094825
OLMo-2-1124-13B,OLMo-2-1124-13B-80pct,triviaqa_adv,"exact_match,none",0.0780141843971631,0.077338736913205,0.0790273556231003,0.0781267589778228,0.8,13,5.7430031878094825
OLMo-2-1124-13B,OLMo-2-1124-13B-80pct,triviaqa_adv,"answer_exists,none",0.0992907801418439,0.0992907801418439,0.099628503883823,0.0994033547225036,0.8,13,5.7430031878094825
OLMo-2-1124-13B,OLMo-2-1124-13B-90pct,bbh_adv,"exact_match,get-answer",0.0551374596836123,0.0543695284902472,0.0548302872062663,0.0547790917933753,0.9,13,5.860786223465865
OLMo-2-1124-13B,OLMo-2-1124-13B-90pct,cruxeval_i_adv,"pass@1,create_test",0.056198347107438,0.0578512396694214,0.0545454545454545,0.056198347107438,0.9,13,5.860786223465865
OLMo-2-1124-13B,OLMo-2-1124-13B-90pct,cruxeval_o_adv,"pass@1,create_test",0.1221590909090909,0.1235795454545454,0.1207386363636363,0.1221590909090909,0.9,13,5.860786223465865
OLMo-2-1124-13B,OLMo-2-1124-13B-90pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0777088653775994,0.0774656451416757,0.0778304754955612,0.0776683286716121,0.9,13,5.860786223465865
OLMo-2-1124-13B,OLMo-2-1124-13B-90pct,gsm8k_adv,"exact_match,flexible-extract",0.0739801543550165,0.0748621830209481,0.075303197353914,0.0747151782432929,0.9,13,5.860786223465865
OLMo-2-1124-13B,OLMo-2-1124-13B-90pct,triviaqa_adv,"exact_match,none",0.0709219858156028,0.0709219858156028,0.0702465383316447,0.0706968366542834,0.9,13,5.860786223465865
OLMo-2-1124-13B,OLMo-2-1124-13B-90pct,triviaqa_adv,"answer_exists,none",0.0952380952380952,0.0955758189800742,0.0952380952380952,0.0953506698187549,0.9,13,5.860786223465865
OLMo-2-1124-7B,OLMo-2-1124-7B-100pct,bbh_adv,"exact_match,get-answer",0.0290277991091998,0.0291813853478728,0.0293349715865458,0.0291813853478728,1.0,7,5.123963979403259
OLMo-2-1124-7B,OLMo-2-1124-7B-100pct,cruxeval_i_adv,"pass@1,create_test",0.0049586776859504,0.0049586776859504,0.0049586776859504,0.0049586776859504,1.0,7,5.123963979403259
OLMo-2-1124-7B,OLMo-2-1124-7B-100pct,cruxeval_o_adv,"pass@1,create_test",0.0866477272727272,0.0866477272727272,0.0866477272727272,0.0866477272727272,1.0,7,5.123963979403259
OLMo-2-1124-7B,OLMo-2-1124-7B-100pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0533868417852365,0.054359722728931,0.0527787911954274,0.0535084519031983,1.0,7,5.123963979403259
OLMo-2-1124-7B,OLMo-2-1124-7B-100pct,gsm8k_adv,"exact_match,flexible-extract",0.0504961411245865,0.0501653803748621,0.0500551267916207,0.0502388827636898,1.0,7,5.123963979403259
OLMo-2-1124-7B,OLMo-2-1124-7B-100pct,triviaqa_adv,"exact_match,none",0.0385005065856129,0.038838230327592,0.0385005065856129,0.0386130811662726,1.0,7,5.123963979403259
OLMo-2-1124-7B,OLMo-2-1124-7B-100pct,triviaqa_adv,"answer_exists,none",0.0472813238770685,0.0472813238770685,0.0472813238770685,0.0472813238770685,1.0,7,5.123963979403259
OLMo-2-1124-7B,OLMo-2-1124-7B-10pct,bbh_adv,"exact_match,get-answer",0.0216556596528951,0.0218092458915681,0.0218092458915681,0.0217580504786771,0.1,7,2.8213788864092133
OLMo-2-1124-7B,OLMo-2-1124-7B-10pct,cruxeval_i_adv,"pass@1,create_test",0.0,0.0,0.0,0.0,0.1,7,2.8213788864092133
OLMo-2-1124-7B,OLMo-2-1124-7B-10pct,cruxeval_o_adv,"pass@1,create_test",0.0440340909090909,0.0440340909090909,0.0440340909090909,0.0440340909090909,0.1,7,2.8213788864092133
OLMo-2-1124-7B,OLMo-2-1124-7B-10pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0324699014958044,0.032105071141919,0.0324699014958044,0.0323482913778426,0.1,7,2.8213788864092133
OLMo-2-1124-7B,OLMo-2-1124-7B-10pct,gsm8k_adv,"exact_match,flexible-extract",0.0330760749724366,0.033186328555678,0.033186328555678,0.0331495773612642,0.1,7,2.8213788864092133
OLMo-2-1124-7B,OLMo-2-1124-7B-10pct,triviaqa_adv,"exact_match,none",0.0206011482607227,0.0209388720027017,0.0209388720027017,0.0208262974220421,0.1,7,2.8213788864092133
OLMo-2-1124-7B,OLMo-2-1124-7B-10pct,triviaqa_adv,"answer_exists,none",0.0256670043904086,0.0256670043904086,0.0253292806484295,0.0255544298097489,0.1,7,2.8213788864092133
OLMo-2-1124-7B,OLMo-2-1124-7B-1pct,bbh_adv,"exact_match,get-answer",0.0190446935954538,0.0196590385501459,0.0191982798341268,0.0193006706599088,0.01,7,0.5187937934151675
OLMo-2-1124-7B,OLMo-2-1124-7B-1pct,cruxeval_i_adv,"pass@1,create_test",0.0,0.0,0.0,0.0,0.01,7,0.5187937934151675
OLMo-2-1124-7B,OLMo-2-1124-7B-1pct,cruxeval_o_adv,"pass@1,create_test",0.0042613636363636,0.0042613636363636,0.0042613636363636,0.0042613636363636,0.01,7,0.5187937934151675
OLMo-2-1124-7B,OLMo-2-1124-7B-1pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0188495682840812,0.0190927885200048,0.0193360087559284,0.0190927885200048,0.01,7,0.5187937934151675
OLMo-2-1124-7B,OLMo-2-1124-7B-1pct,gsm8k_adv,"exact_match,flexible-extract",0.0201764057331863,0.0198456449834619,0.0201764057331863,0.0200661521499448,0.01,7,0.5187937934151675
OLMo-2-1124-7B,OLMo-2-1124-7B-1pct,triviaqa_adv,"exact_match,none",0.0084430935494765,0.0084430935494765,0.0084430935494765,0.0084430935494765,0.01,7,0.5187937934151675
OLMo-2-1124-7B,OLMo-2-1124-7B-1pct,triviaqa_adv,"answer_exists,none",0.0118203309692671,0.0118203309692671,0.0118203309692671,0.0118203309692671,0.01,7,0.5187937934151675
OLMo-2-1124-7B,OLMo-2-1124-7B-20pct,bbh_adv,"exact_match,get-answer",0.072953463369682,0.072799877131009,0.0734142220857011,0.073055854195464,0.2,7,3.5145260669691587
OLMo-2-1124-7B,OLMo-2-1124-7B-20pct,cruxeval_i_adv,"pass@1,create_test",0.0,0.0,0.0,0.0,0.2,7,3.5145260669691587
OLMo-2-1124-7B,OLMo-2-1124-7B-20pct,cruxeval_o_adv,"pass@1,create_test",0.015625,0.015625,0.015625,0.015625,0.2,7,3.5145260669691587
OLMo-2-1124-7B,OLMo-2-1124-7B-20pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.034050833029308,0.0342940532652316,0.0342940532652316,0.0342129798532571,0.2,7,3.5145260669691587
OLMo-2-1124-7B,OLMo-2-1124-7B-20pct,gsm8k_adv,"exact_match,flexible-extract",0.034399117971334,0.0345093715545755,0.034399117971334,0.0344358691657478,0.2,7,3.5145260669691587
OLMo-2-1124-7B,OLMo-2-1124-7B-20pct,triviaqa_adv,"exact_match,none",0.0530226274907126,0.0530226274907126,0.0530226274907126,0.0530226274907126,0.2,7,3.5145260669691587
OLMo-2-1124-7B,OLMo-2-1124-7B-20pct,triviaqa_adv,"answer_exists,none",0.0715974332995609,0.0712597095575819,0.0715974332995609,0.0714848587189012,0.2,7,3.5145260669691587
OLMo-2-1124-7B,OLMo-2-1124-7B-2pct,bbh_adv,"exact_match,get-answer",0.0041468284441714,0.0041468284441714,0.0041468284441714,0.0041468284441714,0.02,7,1.2119409739751128
OLMo-2-1124-7B,OLMo-2-1124-7B-2pct,cruxeval_i_adv,"pass@1,create_test",0.0,0.0,0.0,0.0,0.02,7,1.2119409739751128
OLMo-2-1124-7B,OLMo-2-1124-7B-2pct,cruxeval_o_adv,"pass@1,create_test",0.0042613636363636,0.0042613636363636,0.0042613636363636,0.0042613636363636,0.02,7,1.2119409739751128
OLMo-2-1124-7B,OLMo-2-1124-7B-2pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0257813450079046,0.0263893955977137,0.0263893955977137,0.0261867120677773,0.02,7,1.2119409739751128
OLMo-2-1124-7B,OLMo-2-1124-7B-2pct,gsm8k_adv,"exact_match,flexible-extract",0.0265711135611907,0.0261300992282249,0.0265711135611907,0.0264241087835354,0.02,7,1.2119409739751128
OLMo-2-1124-7B,OLMo-2-1124-7B-2pct,triviaqa_adv,"exact_match,none",0.0077676460655184,0.0077676460655184,0.0077676460655184,0.0077676460655184,0.02,7,1.2119409739751128
OLMo-2-1124-7B,OLMo-2-1124-7B-2pct,triviaqa_adv,"answer_exists,none",0.0182370820668693,0.0182370820668693,0.0182370820668693,0.0182370820668693,0.02,7,1.2119409739751128
OLMo-2-1124-7B,OLMo-2-1124-7B-30pct,bbh_adv,"exact_match,get-answer",0.0242666257103363,0.0241130394716633,0.0239594532329903,0.0241130394716633,0.3,7,3.919991175077323
OLMo-2-1124-7B,OLMo-2-1124-7B-30pct,cruxeval_i_adv,"pass@1,create_test",0.0,0.0,0.0,0.0,0.3,7,3.919991175077323
OLMo-2-1124-7B,OLMo-2-1124-7B-30pct,cruxeval_o_adv,"pass@1,create_test",0.0170454545454545,0.0170454545454545,0.0170454545454545,0.0170454545454545,0.3,7,3.919991175077323
OLMo-2-1124-7B,OLMo-2-1124-7B-30pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0263893955977137,0.0267542259515991,0.0261461753617901,0.026429932303701,0.3,7,3.919991175077323
OLMo-2-1124-7B,OLMo-2-1124-7B-30pct,gsm8k_adv,"exact_match,flexible-extract",0.0250275633958103,0.0248070562293274,0.0248070562293274,0.024880558618155,0.3,7,3.919991175077323
OLMo-2-1124-7B,OLMo-2-1124-7B-30pct,triviaqa_adv,"exact_match,none",0.022289766970618,0.022627490712597,0.022627490712597,0.0225149161319374,0.3,7,3.919991175077323
OLMo-2-1124-7B,OLMo-2-1124-7B-30pct,triviaqa_adv,"answer_exists,none",0.039175954069571,0.0395136778115501,0.0385005065856129,0.0390633794889114,0.3,7,3.919991175077323
OLMo-2-1124-7B,OLMo-2-1124-7B-3pct,bbh_adv,"exact_match,get-answer",0.0399324220549838,0.0400860082936568,0.0400860082936568,0.0400348128807658,0.03,7,1.6174060820832772
OLMo-2-1124-7B,OLMo-2-1124-7B-3pct,cruxeval_i_adv,"pass@1,create_test",0.0,0.0,0.0,0.0,0.03,7,1.6174060820832772
OLMo-2-1124-7B,OLMo-2-1124-7B-3pct,cruxeval_o_adv,"pass@1,create_test",0.0042613636363636,0.0042613636363636,0.0042613636363636,0.0042613636363636,0.03,7,1.6174060820832772
OLMo-2-1124-7B,OLMo-2-1124-7B-3pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0177550772224249,0.0178766873403867,0.0184847379301957,0.0180388341643358,0.03,7,1.6174060820832772
OLMo-2-1124-7B,OLMo-2-1124-7B-3pct,gsm8k_adv,"exact_match,flexible-extract",0.0170893054024255,0.0164277839029768,0.0166482910694597,0.0167217934582873,0.03,7,1.6174060820832772
OLMo-2-1124-7B,OLMo-2-1124-7B-3pct,triviaqa_adv,"exact_match,none",0.0054035798716649,0.0054035798716649,0.0054035798716649,0.0054035798716649,0.03,7,1.6174060820832772
OLMo-2-1124-7B,OLMo-2-1124-7B-3pct,triviaqa_adv,"answer_exists,none",0.011144883485309,0.011144883485309,0.011144883485309,0.011144883485309,0.03,7,1.6174060820832772
OLMo-2-1124-7B,OLMo-2-1124-7B-40pct,bbh_adv,"exact_match,get-answer",0.0337889725080632,0.0340961449854093,0.0339425587467362,0.0339425587467362,0.4,7,4.2076732475291045
OLMo-2-1124-7B,OLMo-2-1124-7B-40pct,cruxeval_i_adv,"pass@1,create_test",0.0148760330578512,0.0148760330578512,0.0148760330578512,0.0148760330578512,0.4,7,4.2076732475291045
OLMo-2-1124-7B,OLMo-2-1124-7B-40pct,cruxeval_o_adv,"pass@1,create_test",0.0681818181818181,0.0681818181818181,0.0681818181818181,0.0681818181818181,0.4,7,4.2076732475291045
OLMo-2-1124-7B,OLMo-2-1124-7B-40pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0331995622035753,0.0325915116137662,0.032713121731728,0.0328347318496898,0.4,7,4.2076732475291045
OLMo-2-1124-7B,OLMo-2-1124-7B-40pct,gsm8k_adv,"exact_match,flexible-extract",0.0339581036383682,0.0338478500551267,0.0345093715545755,0.0341051084160235,0.4,7,4.2076732475291045
OLMo-2-1124-7B,OLMo-2-1124-7B-40pct,triviaqa_adv,"exact_match,none",0.0310705842620736,0.0300574130361364,0.0310705842620736,0.0307328605200945,0.4,7,4.2076732475291045
OLMo-2-1124-7B,OLMo-2-1124-7B-40pct,triviaqa_adv,"answer_exists,none",0.0432286389733198,0.0422154677473826,0.0432286389733198,0.0428909152313407,0.4,7,4.2076732475291045
OLMo-2-1124-7B,OLMo-2-1124-7B-4pct,bbh_adv,"exact_match,get-answer",0.031485178927968,0.031792351405314,0.031638765166641,0.031638765166641,0.04,7,1.9050881545350582
OLMo-2-1124-7B,OLMo-2-1124-7B-4pct,cruxeval_i_adv,"pass@1,create_test",0.0,0.0,0.0,0.0,0.04,7,1.9050881545350582
OLMo-2-1124-7B,OLMo-2-1124-7B-4pct,cruxeval_o_adv,"pass@1,create_test",0.0198863636363636,0.0198863636363636,0.0198863636363636,0.0198863636363636,0.04,7,1.9050881545350582
OLMo-2-1124-7B,OLMo-2-1124-7B-4pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0251732944180955,0.0259029551258664,0.025538124771981,0.025538124771981,0.04,7,1.9050881545350582
OLMo-2-1124-7B,OLMo-2-1124-7B-4pct,gsm8k_adv,"exact_match,flexible-extract",0.0267916207276736,0.0269018743109151,0.0267916207276736,0.0268283719220874,0.04,7,1.9050881545350582
OLMo-2-1124-7B,OLMo-2-1124-7B-4pct,triviaqa_adv,"exact_match,none",0.0094562647754137,0.0097939885173927,0.0097939885173927,0.009681413936733,0.04,7,1.9050881545350582
OLMo-2-1124-7B,OLMo-2-1124-7B-4pct,triviaqa_adv,"answer_exists,none",0.0158730158730158,0.0155352921310368,0.0158730158730158,0.0157604412923561,0.04,7,1.9050881545350582
OLMo-2-1124-7B,OLMo-2-1124-7B-50pct,bbh_adv,"exact_match,get-answer",0.0261096605744125,0.0261096605744125,0.0264168330517585,0.0262120514001945,0.5,7,4.430816798843313
OLMo-2-1124-7B,OLMo-2-1124-7B-50pct,cruxeval_i_adv,"pass@1,create_test",0.0148760330578512,0.0148760330578512,0.0148760330578512,0.0148760330578512,0.5,7,4.430816798843313
OLMo-2-1124-7B,OLMo-2-1124-7B-50pct,cruxeval_o_adv,"pass@1,create_test",0.0482954545454545,0.0482954545454545,0.0482954545454545,0.0482954545454545,0.5,7,4.430816798843313
OLMo-2-1124-7B,OLMo-2-1124-7B-50pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0434148121123677,0.0429283716405204,0.0434148121123677,0.0432526652884186,0.5,7,4.430816798843313
OLMo-2-1124-7B,OLMo-2-1124-7B-50pct,gsm8k_adv,"exact_match,flexible-extract",0.0401323042998897,0.0401323042998897,0.0401323042998897,0.0401323042998897,0.5,7,4.430816798843313
OLMo-2-1124-7B,OLMo-2-1124-7B-50pct,triviaqa_adv,"exact_match,none",0.0138466734211415,0.0138466734211415,0.0141843971631205,0.0139592480018011,0.5,7,4.430816798843313
OLMo-2-1124-7B,OLMo-2-1124-7B-50pct,triviaqa_adv,"answer_exists,none",0.0195879770347855,0.0195879770347855,0.0199257007767646,0.0197005516154452,0.5,7,4.430816798843313
OLMo-2-1124-7B,OLMo-2-1124-7B-5pct,bbh_adv,"exact_match,get-answer",0.0474581477499616,0.0474581477499616,0.0476117339886346,0.0475093431628526,0.05,7,2.1282317058492684
OLMo-2-1124-7B,OLMo-2-1124-7B-5pct,cruxeval_i_adv,"pass@1,create_test",0.0099173553719008,0.0099173553719008,0.0099173553719008,0.0099173553719008,0.05,7,2.1282317058492684
OLMo-2-1124-7B,OLMo-2-1124-7B-5pct,cruxeval_o_adv,"pass@1,create_test",0.0440340909090909,0.0440340909090909,0.0440340909090909,0.0440340909090909,0.05,7,2.1282317058492684
OLMo-2-1124-7B,OLMo-2-1124-7B-5pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0205521099355466,0.020916940289432,0.0206737200535084,0.0207142567594957,0.05,7,2.1282317058492684
OLMo-2-1124-7B,OLMo-2-1124-7B-5pct,gsm8k_adv,"exact_match,flexible-extract",0.0203969128996692,0.0201764057331863,0.0201764057331863,0.0202499081220139,0.05,7,2.1282317058492684
OLMo-2-1124-7B,OLMo-2-1124-7B-5pct,triviaqa_adv,"exact_match,none",0.0172239108409321,0.0172239108409321,0.0175616345829111,0.0173364854215918,0.05,7,2.1282317058492684
OLMo-2-1124-7B,OLMo-2-1124-7B-5pct,triviaqa_adv,"answer_exists,none",0.0236406619385342,0.0236406619385342,0.0239783856805133,0.0237532365191939,0.05,7,2.1282317058492684
OLMo-2-1124-7B,OLMo-2-1124-7B-60pct,bbh_adv,"exact_match,get-answer",0.0560589771156504,0.0560589771156504,0.0562125633543234,0.0561101725285414,0.6,7,4.613138355637268
OLMo-2-1124-7B,OLMo-2-1124-7B-60pct,cruxeval_i_adv,"pass@1,create_test",0.0033057851239669,0.0033057851239669,0.0033057851239669,0.0033057851239669,0.6,7,4.613138355637268
OLMo-2-1124-7B,OLMo-2-1124-7B-60pct,cruxeval_o_adv,"pass@1,create_test",0.034090909090909,0.0355113636363636,0.0355113636363636,0.0350378787878787,0.6,7,4.613138355637268
OLMo-2-1124-7B,OLMo-2-1124-7B-60pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0403745591633223,0.0408609996351696,0.0407393895172078,0.0406583161052332,0.6,7,4.613138355637268
OLMo-2-1124-7B,OLMo-2-1124-7B-60pct,gsm8k_adv,"exact_match,flexible-extract",0.0414553472987872,0.0416758544652701,0.041896361631753,0.0416758544652701,0.6,7,4.613138355637268
OLMo-2-1124-7B,OLMo-2-1124-7B-60pct,triviaqa_adv,"exact_match,none",0.0233029381965552,0.0233029381965552,0.0233029381965552,0.0233029381965552,0.6,7,4.613138355637268
OLMo-2-1124-7B,OLMo-2-1124-7B-60pct,triviaqa_adv,"answer_exists,none",0.0378250591016548,0.0378250591016548,0.0378250591016548,0.0378250591016548,0.6,7,4.613138355637268
OLMo-2-1124-7B,OLMo-2-1124-7B-6pct,bbh_adv,"exact_match,get-answer",0.0129012440485332,0.0127476578098602,0.0129012440485332,0.0128500486356422,0.06,7,2.3105532626432224
OLMo-2-1124-7B,OLMo-2-1124-7B-6pct,cruxeval_i_adv,"pass@1,create_test",0.0033057851239669,0.0033057851239669,0.0033057851239669,0.0033057851239669,0.06,7,2.3105532626432224
OLMo-2-1124-7B,OLMo-2-1124-7B-6pct,cruxeval_o_adv,"pass@1,create_test",0.0099431818181818,0.0099431818181818,0.0099431818181818,0.0099431818181818,0.06,7,2.3105532626432224
OLMo-2-1124-7B,OLMo-2-1124-7B-6pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0282135473671409,0.0280919372491791,0.0280919372491791,0.0281324739551664,0.06,7,2.3105532626432224
OLMo-2-1124-7B,OLMo-2-1124-7B-6pct,gsm8k_adv,"exact_match,flexible-extract",0.0309812568908489,0.0305402425578831,0.030760749724366,0.030760749724366,0.06,7,2.3105532626432224
OLMo-2-1124-7B,OLMo-2-1124-7B-6pct,triviaqa_adv,"exact_match,none",0.0209388720027017,0.0209388720027017,0.0209388720027017,0.0209388720027017,0.06,7,2.3105532626432224
OLMo-2-1124-7B,OLMo-2-1124-7B-6pct,triviaqa_adv,"answer_exists,none",0.0368118878757176,0.0364741641337386,0.0368118878757176,0.0366993132950579,0.06,7,2.3105532626432224
OLMo-2-1124-7B,OLMo-2-1124-7B-70pct,bbh_adv,"exact_match,get-answer",0.0459222853632314,0.0459222853632314,0.0460758716019044,0.0459734807761224,0.7000000000000001,7,4.767289035464526
OLMo-2-1124-7B,OLMo-2-1124-7B-70pct,cruxeval_i_adv,"pass@1,create_test",0.0,0.0,0.0,0.0,0.7000000000000001,7,4.767289035464526
OLMo-2-1124-7B,OLMo-2-1124-7B-70pct,cruxeval_o_adv,"pass@1,create_test",0.034090909090909,0.034090909090909,0.034090909090909,0.034090909090909,0.7000000000000001,7,4.767289035464526
OLMo-2-1124-7B,OLMo-2-1124-7B-70pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0509546394260002,0.0509546394260002,0.0505898090721148,0.0508330293080384,0.7000000000000001,7,4.767289035464526
OLMo-2-1124-7B,OLMo-2-1124-7B-70pct,gsm8k_adv,"exact_match,flexible-extract",0.0499448732083792,0.0504961411245865,0.0496141124586549,0.0500183755972069,0.7000000000000001,7,4.767289035464526
OLMo-2-1124-7B,OLMo-2-1124-7B-70pct,triviaqa_adv,"exact_match,none",0.0432286389733198,0.0428909152313407,0.0435663627152988,0.0432286389733198,0.7000000000000001,7,4.767289035464526
OLMo-2-1124-7B,OLMo-2-1124-7B-70pct,triviaqa_adv,"answer_exists,none",0.0574130361364403,0.0570753123944613,0.0577507598784194,0.0574130361364403,0.7000000000000001,7,4.767289035464526
OLMo-2-1124-7B,OLMo-2-1124-7B-7pct,bbh_adv,"exact_match,get-answer",0.0181231761634157,0.0181231761634157,0.0182767624020887,0.0181743715763067,0.07,7,2.464703942470481
OLMo-2-1124-7B,OLMo-2-1124-7B-7pct,cruxeval_i_adv,"pass@1,create_test",0.0,0.0,0.0,0.0,0.07,7,2.464703942470481
OLMo-2-1124-7B,OLMo-2-1124-7B-7pct,cruxeval_o_adv,"pass@1,create_test",0.0014204545454545,0.0014204545454545,0.0014204545454545,0.0014204545454545,0.07,7,2.464703942470481
OLMo-2-1124-7B,OLMo-2-1124-7B-7pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0280919372491791,0.0283351574851027,0.0278487170132555,0.0280919372491791,0.07,7,2.464703942470481
OLMo-2-1124-7B,OLMo-2-1124-7B-7pct,gsm8k_adv,"exact_match,flexible-extract",0.0251378169790518,0.0251378169790518,0.0249173098125689,0.0250643145902241,0.07,7,2.464703942470481
OLMo-2-1124-7B,OLMo-2-1124-7B-7pct,triviaqa_adv,"exact_match,none",0.0124957784532252,0.0124957784532252,0.0128335021952043,0.0126083530338849,0.07,7,2.464703942470481
OLMo-2-1124-7B,OLMo-2-1124-7B-7pct,triviaqa_adv,"answer_exists,none",0.0199257007767646,0.0195879770347855,0.0199257007767646,0.0198131261961049,0.07,7,2.464703942470481
OLMo-2-1124-7B,OLMo-2-1124-7B-80pct,bbh_adv,"exact_match,get-answer",0.0714176009829519,0.0714176009829519,0.0718783596989709,0.0715711872216249,0.8,7,4.900820428089049
OLMo-2-1124-7B,OLMo-2-1124-7B-80pct,cruxeval_i_adv,"pass@1,create_test",0.0049586776859504,0.0066115702479338,0.0066115702479338,0.006060606060606,0.8,7,4.900820428089049
OLMo-2-1124-7B,OLMo-2-1124-7B-80pct,cruxeval_o_adv,"pass@1,create_test",0.046875,0.046875,0.046875,0.046875,0.8,7,4.900820428089049
OLMo-2-1124-7B,OLMo-2-1124-7B-80pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0553326036726255,0.0549677733187401,0.0552109935546637,0.0551704568486764,0.8,7,4.900820428089049
OLMo-2-1124-7B,OLMo-2-1124-7B-80pct,gsm8k_adv,"exact_match,flexible-extract",0.054244762954796,0.054244762954796,0.0547960308710033,0.0544285189268651,0.8,7,4.900820428089049
OLMo-2-1124-7B,OLMo-2-1124-7B-80pct,triviaqa_adv,"exact_match,none",0.0509962850388382,0.0506585612968591,0.0506585612968591,0.0507711358775188,0.8,7,4.900820428089049
OLMo-2-1124-7B,OLMo-2-1124-7B-80pct,triviaqa_adv,"answer_exists,none",0.0651806822019588,0.0645052347180006,0.0648429584599797,0.0648429584599797,0.8,7,4.900820428089049
OLMo-2-1124-7B,OLMo-2-1124-7B-8pct,bbh_adv,"exact_match,get-answer",0.0238058669943173,0.0239594532329903,0.0238058669943173,0.0238570624072083,0.08,7,2.5982353350950036
OLMo-2-1124-7B,OLMo-2-1124-7B-8pct,cruxeval_i_adv,"pass@1,create_test",0.0082644628099173,0.0082644628099173,0.0082644628099173,0.0082644628099173,0.08,7,2.5982353350950036
OLMo-2-1124-7B,OLMo-2-1124-7B-8pct,cruxeval_o_adv,"pass@1,create_test",0.0397727272727272,0.0383522727272727,0.0411931818181818,0.0397727272727272,0.08,7,2.5982353350950036
OLMo-2-1124-7B,OLMo-2-1124-7B-8pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0299160890186063,0.0297944789006445,0.0297944789006445,0.0298350156066318,0.08,7,2.5982353350950036
OLMo-2-1124-7B,OLMo-2-1124-7B-8pct,gsm8k_adv,"exact_match,flexible-extract",0.0275633958103638,0.0274531422271223,0.0280044101433296,0.0276736493936052,0.08,7,2.5982353350950036
OLMo-2-1124-7B,OLMo-2-1124-7B-8pct,triviaqa_adv,"exact_match,none",0.027693346842283,0.027693346842283,0.0273556231003039,0.0275807722616233,0.08,7,2.5982353350950036
OLMo-2-1124-7B,OLMo-2-1124-7B-8pct,triviaqa_adv,"answer_exists,none",0.0435663627152988,0.0435663627152988,0.0432286389733198,0.0434537881346392,0.08,7,2.5982353350950036
OLMo-2-1124-7B,OLMo-2-1124-7B-90pct,bbh_adv,"exact_match,get-answer",0.0512978037167869,0.0514513899554599,0.0509906312394409,0.0512466083038959,0.9,7,5.018603463745433
OLMo-2-1124-7B,OLMo-2-1124-7B-90pct,cruxeval_i_adv,"pass@1,create_test",0.0231404958677685,0.024793388429752,0.0231404958677685,0.0236914600550964,0.9,7,5.018603463745433
OLMo-2-1124-7B,OLMo-2-1124-7B-90pct,cruxeval_o_adv,"pass@1,create_test",0.0411931818181818,0.0411931818181818,0.0411931818181818,0.0411931818181818,0.9,7,5.018603463745433
OLMo-2-1124-7B,OLMo-2-1124-7B-90pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0634804815760671,0.0643317524017998,0.0640885321658762,0.0639669220479143,0.9,7,5.018603463745433
OLMo-2-1124-7B,OLMo-2-1124-7B-90pct,gsm8k_adv,"exact_match,flexible-extract",0.0638368246968026,0.0637265711135611,0.0635060639470782,0.0636898199191473,0.9,7,5.018603463745433
OLMo-2-1124-7B,OLMo-2-1124-7B-90pct,triviaqa_adv,"exact_match,none",0.0526849037487335,0.0520094562647754,0.0523471800067544,0.0523471800067544,0.9,7,5.018603463745433
OLMo-2-1124-7B,OLMo-2-1124-7B-90pct,triviaqa_adv,"answer_exists,none",0.0675447483958122,0.0672070246538331,0.0675447483958122,0.0674321738151525,0.9,7,5.018603463745433
OLMo-2-1124-7B,OLMo-2-1124-7B-9pct,bbh_adv,"exact_match,get-answer",0.0408539394870219,0.0408539394870219,0.041314698203041,0.0410075257256949,0.09,7,2.716018370751387
OLMo-2-1124-7B,OLMo-2-1124-7B-9pct,cruxeval_i_adv,"pass@1,create_test",0.0033057851239669,0.0033057851239669,0.0033057851239669,0.0033057851239669,0.09,7,2.716018370751387
OLMo-2-1124-7B,OLMo-2-1124-7B-9pct,cruxeval_o_adv,"pass@1,create_test",0.0369318181818181,0.0383522727272727,0.0369318181818181,0.037405303030303,0.09,7,2.716018370751387
OLMo-2-1124-7B,OLMo-2-1124-7B-9pct,gsm8k-platinum_adv,"exact_match,flexible-extract",0.0290648181928736,0.0289432080749118,0.0289432080749118,0.0289837447808991,0.09,7,2.716018370751387
